,carat,cut,color,clarity,depth,table,length,width,height,price
34117,0.31,Ideal,E,VVS1,62.1,55.0,4.34,4.36,2.7,853
16460,1.2,Ideal,H,SI1,61.9,56.0,6.78,6.82,4.21,6578
32478,0.35,Ideal,F,VVS2,61.6,58.0,4.5,4.53,2.78,795
4536,1.03,Very Good,J,SI2,63.1,57.0,6.41,6.43,4.05,3640
35113,0.3,Ideal,F,IF,62.3,53.0,4.34,4.36,2.71,886
43914,0.31,Ideal,H,VS2,62.1,55.0,4.34,4.36,2.7,513
49719,0.72,Ideal,J,VVS2,61.5,57.0,5.74,5.77,3.54,2150
22530,1.56,Ideal,F,SI2,61.2,55.0,7.47,7.57,4.6,10571
2387,0.32,Premium,G,VS2,60.7,58.0,4.38,4.42,2.67,561
9963,1.15,Premium,E,SI2,61.8,56.0,6.75,6.7,4.15,4701
28611,0.3,Ideal,E,SI1,62.9,56.0,4.3,4.25,2.69,675
458,0.71,Ideal,E,SI1,61.3,55.0,5.77,5.72,3.52,2817
21502,1.7,Premium,E,SI2,59.8,59.0,7.76,7.66,4.61,9596
42871,0.43,Ideal,F,VVS1,62.1,55.0,4.81,4.85,3.0,1358
381,0.8,Good,G,SI1,62.7,57.0,5.84,5.93,3.69,2810
41588,0.23,Very Good,H,VVS2,59.2,61.0,4.0,4.04,2.38,389
34346,0.36,Ideal,F,VS1,60.1,56.0,4.65,4.69,2.8,862
38695,0.37,Premium,E,VS2,58.9,61.0,4.68,4.66,2.75,1041
11316,1.05,Very Good,I,VS2,63.2,59.0,6.47,6.44,4.08,4986
45063,0.57,Ideal,G,VS2,60.2,59.0,5.38,5.42,3.25,1642
39580,0.5,Ideal,J,VS1,62.5,57.0,5.06,5.09,3.17,1082
17033,1.0,Ideal,F,VS2,62.6,57.0,6.4,6.35,3.99,6804
14410,1.07,Ideal,H,VS2,62.0,57.0,6.55,6.58,4.07,5820
15847,1.01,Ideal,G,VS2,62.4,57.0,6.39,6.36,3.98,6340
332,0.73,Ideal,E,SI1,60.6,54.0,5.84,5.89,3.55,2803
23452,1.5,Very Good,D,SI1,60.7,62.0,7.3,7.33,4.44,11442
23815,1.5,Premium,F,SI1,62.9,59.0,7.34,7.29,4.6,11878
38339,0.32,Ideal,G,IF,61.8,55.0,4.43,4.41,2.73,1020
35912,0.39,Ideal,G,SI1,61.4,55.0,4.7,4.74,2.9,919
22898,1.91,Good,I,SI2,62.8,58.0,7.82,7.89,4.93,10937
17895,1.4,Premium,G,SI2,62.0,60.0,7.1,7.16,4.42,7225
5375,0.34,Premium,J,VS1,61.7,58.0,4.47,4.41,2.74,574
49471,0.64,Very Good,E,VS2,63.4,54.0,5.52,5.49,3.49,2114
28882,0.32,Very Good,F,SI1,63.2,55.0,4.4,4.37,2.77,684
38444,0.4,Very Good,E,VVS2,63.6,55.0,4.67,4.7,2.98,1028
11705,0.34,Premium,E,SI1,59.3,58.0,4.55,4.59,2.71,596
20619,1.51,Very Good,I,VS1,61.1,63.0,7.38,7.32,4.49,8918
13994,1.06,Ideal,I,SI1,61.8,55.0,6.54,6.57,4.04,5697
40882,0.38,Ideal,E,VVS2,61.9,57.0,4.65,4.63,2.87,1176
29068,0.4,Very Good,E,SI1,61.7,60.0,4.68,4.72,2.9,687
46521,0.51,Ideal,G,VS1,62.2,55.0,5.14,5.11,3.19,1781
12815,1.01,Premium,F,SI1,62.3,58.0,6.44,6.41,4.0,5345
17551,1.03,Ideal,G,VS2,61.6,55.0,6.49,6.54,4.01,7064
17650,1.08,Ideal,F,VS2,61.9,55.0,6.58,6.64,4.09,7110
32504,0.31,Ideal,G,VVS1,60.5,57.0,4.39,4.43,2.67,798
47284,0.3,Premium,G,SI2,62.5,59.0,4.27,4.31,2.68,394
30530,0.38,Premium,D,SI1,62.2,58.0,4.57,4.63,2.86,733
10978,1.01,Ideal,H,VS2,62.1,54.0,6.5,6.44,4.02,4909
43495,0.54,Good,G,VS2,63.2,55.0,5.15,5.2,3.27,1422
40021,0.32,Ideal,E,VVS2,62.4,56.0,4.43,4.39,2.75,1109
38313,0.44,Premium,F,VS2,61.1,62.0,4.98,4.92,3.03,1018
13751,1.27,Ideal,J,VS2,61.6,56.1,6.94,7.0,4.29,5606
40928,0.3,Ideal,E,SI1,61.6,54.0,4.32,4.35,2.67,499
7499,0.79,Ideal,E,VS1,62.0,56.0,5.9,5.93,3.67,4240
11679,1.0,Premium,F,SI1,62.1,59.0,6.36,6.39,3.96,5060
46668,0.71,Good,I,SI1,62.6,63.0,5.54,5.61,3.49,1788
768,0.71,Premium,D,VS2,60.4,62.0,5.74,5.72,3.46,2858
45059,0.59,Premium,E,VS2,59.1,61.0,5.61,5.53,3.29,1641
3149,0.9,Good,E,SI1,63.8,61.0,6.08,6.05,3.87,3332
45855,0.54,Ideal,D,SI1,62.6,55.0,5.23,5.19,3.26,1715
50823,0.71,Good,F,SI1,63.7,58.0,5.65,5.62,3.59,2308
8595,1.03,Ideal,E,SI2,62.5,56.0,6.45,6.48,4.04,4441
21057,0.31,Ideal,F,VS2,62.3,55.0,4.35,4.38,2.72,625
52455,0.71,Very Good,G,VS2,63.1,58.0,5.69,5.6,3.56,2515
16001,1.27,Ideal,I,VS2,62.6,57.0,6.92,6.88,4.32,6401
35402,0.32,Ideal,F,VS1,61.9,56.0,4.4,4.35,2.71,900
1543,0.6,Ideal,G,VVS1,62.1,56.0,5.42,5.43,3.37,3001
36381,0.38,Premium,D,SI1,62.2,58.0,4.63,4.57,2.86,941
43929,0.3,Ideal,I,VVS2,62.6,56.0,4.26,4.3,2.68,515
14108,1.2,Ideal,J,VS1,61.0,57.0,6.81,6.89,4.18,5722
52413,0.7,Ideal,G,VS1,60.6,57.0,5.7,5.75,3.47,2512
47001,0.53,Ideal,G,VVS2,62.5,54.0,5.19,5.21,3.25,1818
19449,1.21,Ideal,G,VS2,59.8,57.0,6.98,6.9,4.15,8097
31373,0.3,Premium,H,VVS1,61.3,58.0,4.32,4.3,2.64,761
16917,1.24,Very Good,I,VS1,59.4,58.0,7.04,7.09,4.2,6754
18100,1.52,Very Good,F,SI2,63.1,60.0,7.25,7.21,4.56,7320
46570,0.59,Very Good,F,VS2,61.6,56.0,5.39,5.41,3.33,1784
14895,1.26,Ideal,H,SI2,61.0,56.0,6.99,6.95,4.25,5998
2825,0.81,Premium,G,VS1,62.3,56.0,5.95,5.89,3.69,3266
47401,0.5,Ideal,D,SI1,61.8,55.0,5.11,5.15,3.17,1848
4356,0.8,Very Good,F,VS1,63.8,55.0,5.84,5.89,3.74,3603
30175,0.38,Ideal,H,VS1,61.1,55.0,4.68,4.72,2.87,721
16573,1.01,Ideal,G,VS2,61.4,58.0,6.47,6.44,3.97,6618
52658,0.71,Very Good,I,VVS1,63.0,58.0,5.6,5.67,3.55,2549
40767,0.4,Ideal,E,VVS2,62.4,59.0,4.7,4.73,2.94,1166
41215,0.4,Ideal,F,VVS1,61.5,56.0,4.77,4.73,2.92,1206
48,0.25,Very Good,E,VS2,63.3,60.0,4.0,4.03,2.54,404
860,0.9,Premium,J,SI1,62.8,59.0,6.13,6.03,3.82,2871
36701,0.43,Ideal,J,IF,62.4,56.0,4.87,4.84,3.03,952
47553,0.51,Ideal,D,VS1,62.4,57.0,5.13,5.09,3.19,1873
9650,1.12,Premium,I,SI1,62.0,56.0,6.73,6.65,4.15,4641
16321,1.08,Premium,G,VS2,62.3,58.0,6.54,6.5,4.06,6532
3922,0.74,Very Good,E,SI1,59.9,56.0,5.89,5.93,3.54,3497
50466,0.72,Ideal,I,VS1,62.3,55.0,5.79,5.69,3.58,2265
13059,0.91,Ideal,H,VVS2,61.7,57.0,6.21,6.23,3.84,5411
30214,0.33,Ideal,E,VS2,62.3,56.0,4.46,4.47,2.78,723
47169,0.52,Premium,G,VVS2,61.0,58.0,5.21,5.15,3.16,1835
45548,0.51,Ideal,D,SI1,62.4,57.0,5.13,5.09,3.19,1687
39348,0.54,Ideal,H,SI2,61.6,56.0,5.25,5.28,3.24,1073
22130,1.54,Premium,I,VS1,61.6,58.0,7.39,7.42,4.56,10164
228,0.75,Premium,F,SI1,61.4,59.0,5.88,5.85,3.6,2782
42366,0.51,Very Good,E,SI1,62.9,57.0,5.06,5.11,3.2,1304
13070,1.24,Ideal,J,VS2,61.7,55.0,6.91,6.96,4.28,5412
34351,0.34,Premium,H,VVS1,61.2,58.0,4.51,4.48,2.75,862
43747,0.51,Very Good,E,SI1,62.8,56.0,5.07,5.15,3.21,1438
43058,0.51,Ideal,E,SI1,61.4,56.0,5.15,5.17,3.17,1377
6253,0.93,Premium,F,SI1,58.8,60.0,6.49,6.37,3.78,4010
22546,1.41,Ideal,G,VS2,60.8,55.0,7.27,7.2,4.4,10581
33240,0.41,Ideal,I,VS1,61.9,55.0,4.79,4.81,2.97,824
5245,1.0,Very Good,F,SI2,62.7,58.0,6.3,6.36,3.97,3789
35213,0.36,Ideal,G,VVS1,60.0,56.0,4.66,4.69,2.81,892
41811,0.54,Ideal,E,SI2,62.1,56.0,5.22,5.18,3.23,1250
27893,0.32,Ideal,I,IF,61.4,57.0,4.39,4.44,2.71,655
22487,1.54,Very Good,I,VVS2,62.7,57.0,7.35,7.43,4.63,10518
2695,0.9,Very Good,G,SI2,63.4,59.0,6.08,6.04,3.84,3246
46367,0.54,Premium,G,VS1,61.6,58.0,5.25,5.21,3.22,1760
5339,1.0,Ideal,I,SI2,60.9,57.0,6.43,6.47,3.93,3811
35395,0.41,Ideal,G,VS1,59.8,57.0,4.81,4.86,2.89,899
45456,0.5,Ideal,E,VS1,61.9,55.0,5.08,5.13,3.16,1675
17715,0.37,Ideal,E,SI1,61.0,56.0,4.66,4.68,2.85,613
35309,0.3,Premium,I,VS1,59.8,60.0,4.34,4.36,2.6,473
16316,1.08,Ideal,G,VS2,62.5,56.0,6.57,6.54,4.1,6530
6950,1.0,Premium,J,VS1,62.8,57.0,6.39,6.35,4.0,4144
12360,0.26,Very Good,E,VVS2,63.0,58.0,4.0,4.03,2.53,597
7980,0.84,Ideal,G,VS1,61.8,56.0,6.02,6.11,3.75,4325
50449,0.7,Very Good,F,SI1,63.4,59.0,5.59,5.64,3.56,2264
18025,1.5,Premium,H,SI2,62.3,59.0,7.27,7.21,4.52,7291
29250,0.34,Very Good,D,VS2,59.5,56.0,4.55,4.59,2.72,698
14202,1.01,Premium,G,VS2,61.2,58.0,6.46,6.49,3.96,5759
47320,0.23,Very Good,D,VVS2,61.0,59.0,3.95,3.98,2.42,530
53541,0.72,Premium,D,SI1,60.4,59.0,5.77,5.72,3.47,2691
28010,0.3,Ideal,E,VS2,61.6,55.0,4.31,4.33,2.66,658
14246,1.09,Very Good,E,SI1,62.8,56.0,6.53,6.6,4.12,5771
11304,0.9,Very Good,D,VS2,63.3,59.0,6.12,6.17,3.89,4981
16734,0.41,Premium,J,VS2,61.9,59.0,4.69,4.74,2.92,611
38145,0.3,Very Good,G,VVS1,63.5,57.0,4.27,4.24,2.7,1013
52187,0.7,Ideal,G,SI1,61.6,56.0,5.69,5.73,3.52,2478
30125,0.32,Premium,G,VS2,62.0,59.0,4.41,4.37,2.72,720
53565,0.7,Very Good,E,VS1,63.4,62.0,5.64,5.56,3.55,2695
32839,0.46,Ideal,H,SI1,61.7,55.0,4.99,5.02,3.09,807
2535,0.9,Fair,D,SI2,64.7,54.0,6.1,6.04,3.93,3205
47909,0.7,Premium,I,SI1,61.8,62.0,5.69,5.64,3.5,1914
13538,0.9,Very Good,D,VS1,63.0,58.0,6.11,6.14,3.86,5547
9205,1.0,Ideal,G,SI2,62.0,53.0,6.42,6.45,3.99,4551
44749,0.52,Premium,I,VVS1,63.0,58.0,5.12,5.1,3.22,1619
35986,0.42,Very Good,H,VVS2,62.9,56.0,4.75,4.79,3.0,921
53913,0.8,Good,G,VS2,64.2,58.0,5.84,5.81,3.74,2753
1967,0.73,Ideal,G,SI1,61.7,57.0,5.78,5.81,3.57,3089
53084,0.56,Ideal,D,VVS2,61.7,58.0,5.26,5.3,3.26,2612
16514,1.0,Premium,E,VS2,62.7,59.0,6.31,6.38,3.98,6600
330,0.74,Very Good,E,SI1,63.5,56.0,5.74,5.79,3.66,2803
45653,0.25,Ideal,H,IF,61.4,57.0,4.05,4.08,2.49,525
38941,0.31,Very Good,H,VS2,62.2,59.0,4.34,4.38,2.71,489
6485,1.04,Ideal,J,SI1,60.8,57.0,6.54,6.59,3.99,4059
3033,0.26,Premium,H,VVS2,59.8,61.0,4.18,4.15,2.49,565
29576,0.41,Very Good,F,SI1,63.0,56.0,4.71,4.78,2.99,705
2482,0.9,Good,H,SI2,63.6,60.0,6.11,6.06,3.87,3193
22890,1.57,Premium,H,VS1,60.5,61.0,7.6,7.51,4.57,10930
45168,0.53,Premium,E,SI1,62.2,56.0,5.22,5.16,3.23,1654
17103,1.51,Very Good,I,SI2,63.1,60.0,7.19,7.13,4.52,6819
45733,0.52,Ideal,H,VS1,62.0,55.0,5.15,5.19,3.2,1699
1364,0.9,Fair,J,VS1,64.6,58.0,6.12,6.06,3.93,2964
18748,1.15,Very Good,D,VS2,61.4,57.0,6.7,6.78,4.14,7662
52456,0.71,Premium,G,VS2,60.4,61.0,5.81,5.77,3.5,2515
11386,0.34,Premium,G,VS2,60.3,59.0,4.49,4.53,2.72,596
41577,0.5,Premium,E,SI1,62.4,60.0,4.98,4.96,3.1,1238
20822,1.0,Premium,E,VVS2,62.7,60.0,6.34,6.32,3.97,9050
38784,0.31,Premium,H,IF,61.7,58.0,4.36,4.33,2.68,1046
34706,0.38,Ideal,I,VS1,61.5,56.0,4.67,4.71,2.88,874
7147,1.02,Good,F,SI2,64.1,60.0,6.25,6.29,4.02,4179
42015,0.5,Ideal,I,VS1,61.0,57.0,5.11,5.13,3.12,1266
31274,0.32,Premium,E,SI2,59.7,60.0,4.43,4.45,2.65,449
45181,0.51,Ideal,G,VS1,62.7,56.0,5.08,5.1,3.19,1656
39368,0.36,Ideal,G,IF,61.6,55.0,4.57,4.59,2.82,1074
29791,0.3,Ideal,D,SI1,61.6,56.0,4.34,4.3,2.66,709
11096,1.0,Premium,D,SI2,59.9,59.0,6.48,6.44,3.87,4928
53545,0.82,Ideal,G,SI2,61.6,56.0,5.98,6.04,3.7,2692
50193,0.71,Very Good,E,SI2,63.3,57.0,5.65,5.69,3.59,2225
49033,0.55,Ideal,D,VS1,61.4,57.0,5.26,5.29,3.24,2054
23104,1.02,Ideal,E,VVS1,61.3,57.0,6.47,6.54,3.99,11128
19408,1.5,Premium,E,SI2,61.5,59.0,7.3,7.23,4.47,8064
32000,0.28,Very Good,D,VVS2,62.2,52.0,4.21,4.25,2.63,777
49399,0.5,Very Good,E,VVS2,61.5,59.0,5.08,5.1,3.13,2105
5078,1.25,Premium,J,VS2,59.8,58.0,7.02,6.96,4.18,3751
44663,0.24,Ideal,I,VVS2,61.5,56.0,4.02,4.05,2.48,523
49329,0.57,Premium,D,VS1,60.9,57.0,5.43,5.37,3.29,2093
44771,0.42,Ideal,D,VVS1,61.6,56.0,4.82,4.79,2.96,1621
21832,1.5,Premium,E,SI2,61.2,59.0,7.36,7.41,4.52,9900
52742,0.51,Ideal,E,VVS2,62.4,59.0,5.07,5.12,3.18,2559
27383,0.41,Very Good,J,VS1,62.0,55.0,4.74,4.77,2.95,647
13587,1.21,Very Good,G,SI2,62.8,60.0,6.7,6.77,4.23,5558
47446,0.53,Premium,D,VS2,60.4,58.0,5.23,5.26,3.17,1857
7548,1.03,Premium,I,SI1,62.0,58.0,6.43,6.47,4.0,4248
36727,0.32,Premium,G,IF,59.9,58.0,4.42,4.43,2.65,954
2782,0.9,Ideal,J,VS2,62.5,57.0,6.16,6.26,3.88,3255
31674,0.26,Ideal,F,VVS2,62.5,56.0,4.12,4.1,2.57,769
32829,0.33,Ideal,G,VVS1,60.9,56.7,4.47,4.49,2.73,806
42385,0.5,Ideal,H,VS2,60.3,55.0,5.16,5.21,3.13,1306
39259,0.3,Ideal,D,VVS1,61.3,57.0,4.32,4.29,2.64,1069
326,0.53,Ideal,F,IF,61.9,54.0,5.22,5.25,3.24,2802
51665,0.55,Ideal,G,IF,62.0,55.0,5.25,5.29,3.27,2398
23523,1.38,Ideal,G,VS1,62.2,54.0,7.18,7.14,4.45,11527
51772,0.71,Premium,F,SI2,59.6,59.0,5.79,5.75,3.44,2409
32019,0.31,Very Good,G,VVS1,58.8,59.0,4.44,4.47,2.62,778
11838,1.2,Premium,I,SI1,61.4,57.0,6.87,6.8,4.2,5098
18614,1.58,Premium,J,VVS2,61.0,58.0,7.56,7.49,4.59,7592
22069,1.7,Premium,G,SI2,58.9,62.0,7.79,7.72,4.57,10091
5628,0.9,Very Good,H,VS2,61.2,61.0,6.14,6.21,3.78,3878
4336,0.9,Ideal,E,SI2,62.0,55.0,6.23,6.15,3.84,3599
11205,1.01,Very Good,H,VS2,61.0,63.0,6.38,6.41,3.9,4959
3502,0.9,Good,E,SI2,63.2,57.0,6.06,6.15,3.86,3401
35822,0.31,Ideal,F,IF,60.9,56.0,4.37,4.4,2.67,914
33828,0.32,Ideal,E,VVS2,61.9,54.0,4.41,4.44,2.74,843
7749,1.03,Ideal,F,SI2,61.9,56.0,6.47,6.43,3.99,4280
1928,0.72,Very Good,F,VS1,63.2,57.0,5.69,5.73,3.61,3083
38071,0.3,Premium,E,VVS2,61.4,59.0,4.34,4.32,2.66,1013
17252,1.52,Fair,I,SI2,64.7,58.0,7.19,7.22,4.66,6905
393,0.32,Premium,I,SI1,61.0,59.0,4.39,4.36,2.67,554
31764,0.35,Ideal,H,VVS1,61.6,55.0,4.55,4.57,2.81,773
5297,0.71,Ideal,D,VS1,62.1,57.0,5.7,5.73,3.55,3801
8424,0.93,Good,G,SI1,58.8,61.0,6.36,6.39,3.75,4405
29710,0.31,Ideal,G,VVS2,62.4,56.0,4.31,4.35,2.7,707
22713,1.23,Very Good,E,VS1,61.5,58.0,6.88,6.93,4.25,10730
32692,0.31,Good,G,VS1,63.7,56.0,4.3,4.27,2.73,802
39789,0.39,Ideal,D,VS1,60.3,56.0,4.71,4.77,2.86,1095
22915,1.31,Ideal,F,VS1,61.9,54.0,7.03,7.06,4.35,10957
32071,0.32,Ideal,E,VS2,61.4,57.0,4.46,4.4,2.72,780
23471,1.57,Premium,H,VS2,61.0,59.0,7.5,7.54,4.59,11470
8081,1.01,Premium,G,SI1,62.6,60.0,6.39,6.35,3.99,4338
40451,0.76,Fair,H,I1,64.5,57.0,5.79,5.76,3.73,1140
99,0.8,Premium,H,SI1,61.5,58.0,5.97,5.93,3.66,2760
53135,0.71,Ideal,E,SI2,61.2,57.0,5.75,5.78,3.53,2619
19376,0.4,Good,D,SI2,63.1,56.0,4.65,4.67,2.94,622
28875,0.31,Ideal,D,SI1,62.0,56.0,4.39,4.35,2.71,684
12892,1.01,Very Good,E,SI1,61.5,60.0,6.39,6.42,3.94,5372
23280,1.43,Ideal,G,VS1,59.9,57.0,7.35,7.3,4.39,11302
18154,1.09,Ideal,G,VS2,61.2,56.0,6.62,6.64,4.06,7357
38572,0.4,Premium,H,VS1,62.6,58.0,4.71,4.68,2.94,1035
11833,1.0,Premium,H,VS2,61.3,61.0,6.44,6.38,3.93,5096
35702,0.3,Ideal,D,VS2,62.4,56.0,4.32,4.27,2.68,911
49185,0.7,Premium,F,SI2,62.6,58.0,5.64,5.6,3.52,2075
48335,0.63,Very Good,G,VS1,61.5,56.0,5.53,5.49,3.39,1960
51312,0.31,Ideal,G,VS2,62.3,56.0,4.29,4.34,2.69,544
841,0.62,Ideal,G,IF,60.5,57.0,5.52,5.56,3.35,2868
43237,0.6,Very Good,G,SI1,63.3,58.0,5.34,5.31,3.37,1399
30997,0.35,Ideal,F,VS2,62.1,54.0,4.55,4.58,2.83,747
33041,0.32,Ideal,G,VVS1,61.2,56.0,4.42,4.44,2.71,814
7948,1.16,Premium,G,SI2,62.0,59.0,6.74,6.62,4.14,4320
18296,1.54,Very Good,I,SI2,63.3,60.0,7.34,7.31,4.64,7437
37814,0.52,Premium,G,SI2,62.5,59.0,5.1,5.07,3.18,1001
7210,1.01,Good,H,SI1,64.0,58.0,6.37,6.31,4.06,4191
43819,0.51,Good,E,SI1,63.9,54.0,5.09,5.05,3.24,1443
52500,0.71,Ideal,I,VS1,61.3,57.0,5.73,5.75,3.51,2525
17746,1.51,Premium,G,SI2,62.7,57.0,7.33,7.29,4.58,7145
39950,0.33,Premium,D,SI2,62.7,58.0,4.39,4.41,2.76,492
23599,1.4,Very Good,G,VVS2,63.4,59.0,7.12,7.04,4.49,11624
16353,0.3,Premium,H,VS2,62.7,59.0,4.26,4.22,2.66,608
10144,0.93,Ideal,D,SI1,61.6,57.0,6.27,6.33,3.88,4724
11009,1.1,Premium,H,SI1,63.0,58.0,6.6,6.55,4.14,4916
5246,1.0,Very Good,F,SI2,61.7,58.0,6.32,6.36,3.91,3789
52747,0.71,Ideal,H,VS1,62.4,56.0,5.66,5.71,3.55,2559
20511,1.11,Ideal,G,VVS2,63.1,57.0,6.55,6.6,4.15,8843
43349,0.51,Premium,D,SI2,59.5,61.0,5.19,5.16,3.08,1406
12761,1.21,Very Good,H,SI2,62.6,61.0,6.7,6.75,4.21,5324
29218,0.34,Ideal,I,IF,61.6,54.0,4.5,4.53,2.78,695
19484,1.07,Ideal,G,VVS2,62.8,57.0,6.56,6.46,4.09,8120
44648,0.28,Very Good,G,VVS2,61.1,56.0,4.25,4.27,2.6,522
52177,0.7,Ideal,E,SI2,62.1,56.0,5.68,5.65,3.52,2475
5932,0.91,Premium,D,SI2,61.0,61.0,6.24,6.16,3.78,3943
38940,0.31,Premium,H,VS2,62.2,58.0,4.31,4.34,2.69,489
15295,1.3,Very Good,H,SI2,62.8,58.0,6.93,7.01,4.38,6140
30913,0.34,Premium,E,VS2,60.9,60.0,4.49,4.51,2.74,745
34045,0.46,Ideal,J,VS1,62.6,53.9,4.92,4.95,3.09,851
39461,0.53,Ideal,F,SI2,62.4,54.0,5.19,5.22,3.25,1078
15053,0.3,Very Good,G,VS1,62.4,58.0,4.22,4.24,2.64,605
2597,0.71,Very Good,F,VS1,60.6,60.0,5.68,5.73,3.46,3218
4952,1.01,Ideal,I,SI2,61.9,55.0,6.45,6.38,3.97,3733
42783,0.4,Good,F,VVS1,61.9,61.0,4.71,4.73,2.92,1349
35627,0.3,Good,I,VS1,63.7,58.0,4.23,4.25,2.7,473
2401,0.72,Ideal,D,SI2,60.5,57.0,5.82,5.89,3.54,3176
43131,0.55,Premium,H,VS2,60.2,59.0,5.36,5.24,3.19,1387
4255,0.9,Premium,D,SI2,58.8,59.0,6.28,6.24,3.68,3579
16600,1.01,Very Good,D,SI1,62.1,59.0,6.37,6.41,3.97,6630
13052,1.09,Ideal,D,SI2,61.7,59.0,6.64,6.62,4.09,5410
31315,0.32,Premium,D,VS2,61.7,58.0,4.34,4.38,2.69,758
43158,0.54,Ideal,G,SI1,62.6,57.0,5.21,5.18,3.25,1389
18390,1.33,Premium,H,SI1,61.5,59.0,7.06,7.03,4.33,7472
49692,0.71,Good,I,VS2,61.1,60.6,5.71,5.74,3.49,2145
22195,1.51,Premium,G,SI1,62.5,60.0,7.28,7.32,4.56,10235
18902,1.42,Premium,F,SI2,59.7,57.0,7.33,7.3,4.37,7755
12356,1.01,Very Good,G,SI1,62.7,58.0,6.35,6.4,4.0,5231
6115,0.73,Ideal,D,VS2,61.5,55.0,5.79,5.82,3.57,3980
45421,0.55,Premium,E,SI1,61.0,61.0,5.3,5.25,3.22,1668
11050,0.28,Very Good,F,VVS2,61.8,60.0,4.16,4.19,2.58,596
53454,0.7,Ideal,F,VS2,62.2,55.0,5.66,5.72,3.54,2676
13695,1.0,Very Good,G,VS2,61.8,59.0,6.29,6.37,3.91,5600
38525,0.34,Ideal,E,VS1,62.0,56.0,4.52,4.48,2.79,1033
9695,0.32,Very Good,D,SI1,62.7,57.0,4.34,4.37,2.73,589
12489,1.02,Premium,G,SI1,61.1,58.0,6.52,6.48,3.97,5255
37364,0.4,Premium,D,VS2,62.4,59.0,4.7,4.72,2.94,982
36560,0.4,Ideal,E,SI1,61.2,57.0,4.74,4.7,2.89,945
31308,0.32,Ideal,D,VS2,61.0,57.0,4.42,4.46,2.71,758
44939,0.56,Ideal,G,SI1,61.2,54.0,5.36,5.32,3.27,1633
47270,0.5,Ideal,D,VS2,61.7,56.0,5.12,5.14,3.16,1844
21417,1.75,Premium,H,VS2,61.5,58.0,7.75,7.69,4.75,9526
44640,0.24,Very Good,D,VVS2,58.8,58.0,4.05,4.08,2.39,521
30197,0.42,Premium,E,SI1,62.0,58.0,4.82,4.85,3.0,722
12529,1.04,Very Good,D,SI2,62.9,58.0,6.41,6.47,4.05,5265
2973,0.62,Ideal,F,VVS2,61.4,56.0,5.46,5.5,3.37,3299
43611,0.34,Good,G,SI1,63.4,57.0,4.42,4.45,2.81,507
33085,0.32,Ideal,D,VS1,61.4,57.0,4.4,4.43,2.71,814
6274,1.0,Premium,E,SI2,60.4,62.0,6.52,6.42,3.91,4014
37114,0.33,Ideal,E,VVS2,60.0,56.0,4.53,4.56,2.72,970
29251,0.41,Very Good,G,SI1,62.4,56.0,4.75,4.77,2.97,698
52562,0.7,Ideal,I,VVS1,62.3,55.0,5.7,5.64,3.53,2536
39109,0.41,Ideal,H,VS1,61.9,56.0,4.78,4.75,2.95,1061
19547,1.02,Premium,D,VS1,60.3,58.0,6.57,6.49,3.94,8181
578,0.53,Ideal,F,VVS1,61.4,57.0,5.2,5.23,3.2,2834
31820,0.41,Ideal,J,VS1,62.2,55.0,4.79,4.76,2.97,775
4835,0.72,Ideal,H,VVS1,61.8,56.0,5.75,5.78,3.56,3708
35629,0.3,Very Good,H,VS2,62.6,58.0,4.22,4.28,2.66,473
9453,1.14,Premium,I,SI1,60.4,60.0,6.78,6.73,4.08,4596
13000,1.0,Premium,H,VS2,62.4,59.0,6.75,6.72,4.2,5404
17471,1.01,Ideal,E,VS2,61.9,57.0,6.43,6.37,3.96,7013
39128,0.41,Ideal,G,VS2,62.5,54.0,4.78,4.75,2.98,1061
4882,0.71,Ideal,D,VS1,60.9,58.0,5.72,5.78,3.5,3716
20209,1.05,Ideal,G,VVS2,61.9,57.0,6.51,6.54,4.04,8645
11854,1.11,Premium,H,SI1,62.1,58.0,6.6,6.57,4.09,5102
43597,0.31,Ideal,I,VS1,61.2,55.0,4.37,4.39,2.68,507
49922,0.77,Good,I,VS1,64.1,55.0,5.8,5.86,3.73,2184
20369,1.56,Ideal,J,VS1,62.5,56.0,7.38,7.46,4.64,8763
7957,1.0,Very Good,E,SI2,59.8,58.0,6.47,6.53,3.89,4321
41139,0.5,Very Good,F,SI1,62.7,61.0,5.01,5.07,3.16,1197
8606,1.2,Very Good,G,SI2,61.8,60.0,6.78,6.85,4.21,4443
43353,0.5,Good,E,VS2,63.7,59.0,4.99,5.03,3.19,1407
6223,1.0,Very Good,E,SI2,58.8,62.0,6.5,6.53,3.83,4004
44653,0.35,Ideal,G,SI1,61.3,56.0,4.54,4.56,2.79,522
43465,0.56,Ideal,G,SI1,62.1,55.0,5.29,5.33,3.3,1417
29601,0.35,Ideal,G,VS1,60.6,56.0,4.57,4.6,2.78,706
20949,1.61,Premium,H,SI2,60.3,60.0,7.66,7.57,4.59,9167
14287,1.09,Very Good,G,VS2,59.9,56.0,6.59,6.73,3.99,5783
50923,0.7,Premium,F,SI1,60.2,58.0,5.76,5.7,3.45,2319
9657,1.01,Premium,H,SI1,61.2,58.0,6.47,6.43,3.95,4642
13657,1.01,Ideal,H,SI1,62.5,56.0,6.38,6.45,4.01,5589
39100,0.41,Very Good,I,VVS2,63.5,57.0,4.76,4.72,3.01,1061
